Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,ë_g/må_,ë_g/må_,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15/06/2017,8:56:00,2.38,,,62.5,,,,,1,0.22,0.21,1.05,,,,,,,
15/06/2017,8:56:05,,,,,,,,,0.92,0.41,0.2,1.03,,,,,,,
15/06/2017,8:56:10,4.749,,24.4,62.7,4.14,0.39,0.33,0.3,1.05,0.11,0.09,1.06,,,,,,,
15/06/2017,8:56:15,,,,,,,,,1,0.37,0.11,1.07,,,,,,,
15/06/2017,8:56:20,2.374,,,62.7,,,,,0.86,0.45,0.17,0.98,,,,,,,
15/06/2017,8:56:25,,,,,,,,,0.94,0.24,0.22,0.99,,,,,,,
15/06/2017,8:56:30,2.374,,,62.7,,,,,1.09,0.01,0.23,1.11,,,,,,,
15/06/2017,8:56:35,,,,,,,,,1,0.23,0.11,1.03,,,,,,,
15/06/2017,8:56:40,9.569,,24.4,62.1,,0.4,0.32,0.31,0.95,0.48,0.09,1.07,,,,,,,
15/06/2017,8:56:45,,,,,,,,,0.98,0.26,0.17,1.03,,,,,,,
15/06/2017,8:56:50,2.392,,,62.1,,,,,1.04,0.06,0.16,1.06,,,,,,,
15/06/2017,8:56:55,,,,,,,,,0.97,0.22,0.19,1.01,,,,,,,
15/06/2017,8:57:00,2.392,,,62.1,,,,,0.92,0.33,0.22,1,,,,,,,
15/06/2017,8:57:05,,,,,,,,,1.02,0.24,0.2,1.07,,,,,,,
15/06/2017,8:57:10,2.426,,24.4,60.9,4.08,0.4,0.33,0.3,0.91,0.26,0.13,0.95,,,,,,,
15/06/2017,8:57:15,,,,,,,,,0.88,0.2,0.05,0.9,,,,,,,
15/06/2017,8:57:20,4.851,,,60.9,,,,,1.03,0.3,0.06,1.07,,,,,,,
15/06/2017,8:57:25,,,,,,,,,1.04,0.39,0.11,1.12,,,,,,,
15/06/2017,8:57:30,9.702,,,60.9,,,,,0.98,0.29,0.19,1.04,,,,,,,
15/06/2017,8:57:35,,,,,,,,,0.97,0.28,0.2,1.03,,,,,,,
15/06/2017,8:57:40,4.901,,24.4,59.9,,0.39,0.31,0.31,0.8,0.24,0.14,0.85,,,,,,,
15/06/2017,8:57:45,,,,,,,,,1.04,-0.01,0.19,1.05,,,,,,,
15/06/2017,8:57:50,2.45,,,59.9,,,,,1,0.2,0.13,1.02,,,,,,,
15/06/2017,8:57:55,,,,,,,,,0.98,0.22,0.17,1.02,,,,,,,
15/06/2017,8:58:00,2.45,,,59.9,,,,,1.1,0.05,-0.02,1.1,,,,,,,
15/06/2017,8:58:05,,,,,,,,,1,0.35,0,1.06,,,,,,,
15/06/2017,8:58:10,4.904,,24.5,59.9,4.14,0.4,0.32,0.3,1.04,0.53,0.2,1.19,,,,,,,
15/06/2017,8:58:15,,,,,,,,,1,0.12,-0.19,1.03,,,,,,,
15/06/2017,8:58:20,4.904,,,59.9,,,,,1.01,0.11,0.21,1.04,,,,,,,
15/06/2017,8:58:25,,,,,,,,,1,0.17,0.12,1.02,,,,,,,
15/06/2017,8:58:30,14.713,,,59.9,,,,,0.92,0.13,0.2,0.96,,,,,,,
15/06/2017,8:58:35,,,,,,,,,1.01,0.11,0.24,1.04,,,,,,,
15/06/2017,8:58:40,7.45,,24.4,58.7,,0.39,0.32,0.3,0.98,0.22,0.12,1.01,,,,,,,
15/06/2017,8:58:45,,,,,,,,,0.94,0.2,0.07,0.97,,,,,,,
15/06/2017,8:58:50,4.967,,,58.7,,,,,0.96,0.22,0.08,0.98,,,,,,,
15/06/2017,8:58:55,,,,,,,,,0.94,0.27,0.08,0.98,,,,,,,
15/06/2017,8:59:00,7.45,,,58.7,,,,,0.94,0.36,0.02,1.01,,,,,,,
15/06/2017,8:59:05,,,,,,,,,1,0.32,0.05,1.05,,,,,,,
15/06/2017,8:59:10,7.397,,24.5,59.4,4.14,0.41,0.32,0.31,0.96,0.11,-0.46,1.07,,,,,,,
15/06/2017,8:59:15,,,,,,,,,1.07,-0.05,-0.06,1.07,,,,,,,
15/06/2017,8:59:20,7.397,,,59.4,,,,,1,0.16,-0.01,1.01,,,,,,,
15/06/2017,8:59:25,,,,,,,,,0.96,0.23,0.16,1,,,,,,,
15/06/2017,8:59:30,4.931,,,59.4,,,,,0.96,0.22,0.07,0.99,,,,,,,
15/06/2017,8:59:35,,,,,,,,,1,0.24,0.08,1.03,,,,,,,
15/06/2017,8:59:40,4.978,,24.5,58.4,,0.4,0.33,0.3,0.93,0.24,0.14,0.97,,,,,,,
15/06/2017,8:59:45,,,,,,,,,0.99,0.26,0.11,1.03,,,,,,,
15/06/2017,8:59:50,7.467,,,58.4,,,,,1,0.28,0.16,1.05,,,,,,,
15/06/2017,8:59:55,,,,,,,,,1.01,0.25,0.1,1.04,,,,,,,
15/06/2017,9:00:00,4.978,,,58.4,4.08,,,,0.97,0.42,0.14,1.07,,,,,,,
15/06/2017,9:00:05,,,,,,,,,0.99,0.22,0.12,1.02,,,,,,,
15/06/2017,9:00:10,9.903,,24.5,59,4.14,0.4,0.31,0.31,0.99,-0.01,0.08,1,,,,,,,
15/06/2017,9:00:15,,,,,,,,,1.01,0.07,0.06,1.02,,,,,,,
15/06/2017,9:00:20,2.476,,,59,,,,,1.03,0.07,0.14,1.04,,,,,,,
15/06/2017,9:00:25,,,,,,,,,0.96,0.27,0.15,1.01,,,,,,,
15/06/2017,9:00:30,9.903,,,59,,,,,1.01,0.33,-0.02,1.06,,,,,,,
15/06/2017,9:00:35,,,,,,,,,0.99,0.51,0.13,1.12,,,,,,,
15/06/2017,9:00:40,12.479,,24.5,58.1,,0.4,0.33,0.3,1.06,0.2,0.19,1.1,,,,,,,
15/06/2017,9:00:45,,,,,,,,,1.02,0.06,0.14,1.04,,,,,,,
15/06/2017,9:00:50,4.992,,,58.1,,,,,0.99,0.21,-0.02,1.01,,,,,,,
15/06/2017,9:00:55,,,,,,,,,1.01,0.12,0.02,1.01,,,,,,,
15/06/2017,9:01:00,7.488,,,58.1,,,,,0.97,0.21,0.33,1.05,,,,,,,
15/06/2017,9:01:05,,,,,,,,,1,0.23,0.13,1.03,,,,,,,
15/06/2017,9:01:10,5.041,,24.6,57.1,4.14,0.41,0.33,0.3,0.93,0.16,-0.07,0.95,,,,,,,
15/06/2017,9:01:15,,,,,,,,,1,0.22,-0.03,1.02,,,,,,,
15/06/2017,9:01:20,5.041,,,57.1,,,,,1.24,0.2,0.14,1.27,,,,,,,
15/06/2017,9:01:25,,,,,,,,,1.01,0.15,0.12,1.02,,,,,,,
15/06/2017,9:01:30,2.52,,,57.1,,,,,1.02,0.16,0.02,1.04,,,,,,,
15/06/2017,9:01:35,,,,,,,,,0.99,0.23,-0.18,1.04,,,,,,,
15/06/2017,9:01:40,7.553,,24.6,57.2,,0.4,0.32,0.31,0.95,0.28,0.24,1.02,,,,,,,
15/06/2017,9:01:45,,,,,,,,,0.97,0.24,0.27,1.04,,,,,,,
15/06/2017,9:01:50,10.071,,,57.2,,,,,0.82,0.16,0.16,0.85,,,,,,,
15/06/2017,9:01:55,,,,,,,,,1.15,0.18,0.1,1.17,,,,,,,
15/06/2017,9:02:00,12.589,,,57.2,,,,,0.99,0.16,0.1,1.01,,,,,,,
15/06/2017,9:02:05,,,,,,,,,0.96,0.24,0.02,0.99,,,,,,,
15/06/2017,9:02:10,5.004,,24.6,57.9,4.14,0.4,0.32,0.31,0.99,0.21,0.05,1.01,,,,,,,
15/06/2017,9:02:15,,,,,,,,,0.99,0.04,-0.06,0.99,,,,,,,
15/06/2017,9:02:20,5.004,,,57.9,,,,,0.98,0.13,-0.06,0.99,,,,,,,
15/06/2017,9:02:25,,,,,,,,,1.05,0,0,1.05,,,,,,,
15/06/2017,9:02:30,5.004,,,57.9,,,,,1.09,0.16,0.1,1.1,,,,,,,
15/06/2017,9:02:35,,,,,,,,,1.04,0.41,0.18,1.14,,,,,,,
15/06/2017,9:02:40,7.459,,24.6,58.5,,0.4,0.32,0.31,0.99,0.25,0.19,1.04,,,,,,,
15/06/2017,9:02:45,,,,,,,,,0.83,0.15,0.11,0.85,,,,,,,
15/06/2017,9:02:50,12.432,,,58.5,,,,,0.98,0.16,0.02,1,,,,,,,
15/06/2017,9:02:55,,,,,,,,,0.99,0.21,0.03,1.01,,,,,,,
15/06/2017,9:03:00,2.486,,,58.5,,,,,0.93,0.12,-0.03,0.94,,,,,,,
15/06/2017,9:03:05,,,,,,,,,0.9,0.23,-0.06,0.93,,,,,,,
15/06/2017,9:03:10,2.505,,24.6,57.8,4.14,0.41,0.32,0.3,0.99,0.18,-0.23,1.03,,,,,,,
15/06/2017,9:03:15,,,,,,,,,1.13,0.25,0.1,1.17,,,,,,,
15/06/2017,9:03:20,2.505,,,57.8,,,,,1,0.25,0.11,1.04,,,,,,,
15/06/2017,9:03:25,,,,,,,,,1,0.23,-0.14,1.03,,,,,,,
15/06/2017,9:03:30,2.505,,,57.8,,,,,0.94,0.31,0.19,1.01,,,,,,,
15/06/2017,9:03:35,,,,,,,,,0.95,0.11,0.04,0.96,,,,,,,
15/06/2017,9:03:40,10.122,,24.7,56.7,,0.4,0.31,0.31,1,0.23,-0.14,1.04,,,,,,,
15/06/2017,9:03:45,,,,,,,,,1.02,0.11,0.03,1.03,,,,,,,
15/06/2017,9:03:50,7.591,,,56.7,,,,,1.04,0.26,0.2,1.09,,,,,,,
15/06/2017,9:03:55,,,,,,,,,0.98,0.14,0.14,1,,,,,,,
15/06/2017,9:04:00,12.652,,,56.7,,,,,0.88,0.11,-0.11,0.89,,,,,,,
15/06/2017,9:04:05,,,,,,,,,1,0.16,0.07,1.01,,,,,,,
15/06/2017,9:04:10,5.021,,24.7,57.5,4.1,0.39,0.32,0.31,1.05,0.19,0.01,1.07,,,,,,,
15/06/2017,9:04:15,,,,,,,,,0.98,0.26,0.11,1.02,,,,,,,
15/06/2017,9:04:20,2.511,,,57.5,,,,,0.99,0.31,0.03,1.04,,,,,,,
15/06/2017,9:04:25,,,,,,,,,1.01,0.13,-0.06,1.02,,,,,,,
15/06/2017,9:04:30,7.532,,,57.5,,,,,1.08,-0.02,0.21,1.1,,,,,,,
15/06/2017,9:04:35,,,,,,,,,1.03,0.21,0.13,1.06,,,,,,,
15/06/2017,9:04:40,10.037,,24.7,57.6,,0.4,0.33,0.3,1.06,0.06,0.11,1.07,,,,,,,
15/06/2017,9:04:45,,,,,,,,,1.03,0.23,0.14,1.06,,,,,,,
15/06/2017,9:04:50,10.037,,,57.6,,,,,0.98,0.37,-0.1,1.05,,,,,,,
15/06/2017,9:04:55,,,,,,,,,1.02,0.3,0.13,1.07,,,,,,,
15/06/2017,9:05:00,7.528,,,57.6,,,,,0.99,0.07,0.13,1,,,,,,,
15/06/2017,9:05:05,,,,,,,,,1.11,0.02,0.05,1.11,,,,,,,
15/06/2017,9:05:10,5.061,,24.8,56.7,4.09,0.39,0.32,0.3,1.07,0.24,0.1,1.1,,,,,,,
15/06/2017,9:05:15,,,,,,,,,1.06,0.14,-0.03,1.07,,,,,,,
15/06/2017,9:05:20,5.061,,,56.7,,,,,0.97,0.04,0.18,0.99,,,,,,,
15/06/2017,9:05:25,,,,,,,,,0.95,0.46,0.02,1.06,,,,,,,
15/06/2017,9:05:30,10.122,,,56.7,,,,,0.98,0.29,0.2,1.05,,,,,,,
15/06/2017,9:05:35,,,,,,,,,0.99,0.21,0.05,1.01,,,,,,,
15/06/2017,9:05:40,2.531,,24.8,56.7,,0.4,0.32,0.3,1.03,0.42,0,1.11,,,,,,,
15/06/2017,9:05:45,,,,,,,,,0.97,0.35,0.11,1.04,,,,,,,
15/06/2017,9:05:50,2.531,,,56.7,,,,,1.02,0.12,0.1,1.04,,,,,,,
15/06/2017,9:05:55,,,,,,,,,1.13,0.16,0.01,1.14,,,,,,,
15/06/2017,9:06:00,10.123,,,56.7,,,,,1,0.21,0.1,1.03,,,,,,,
15/06/2017,9:06:05,,,,,,,,,1.01,0.31,0.13,1.07,,,,,,,
15/06/2017,9:06:10,2.552,,24.8,55.8,4.14,0.4,0.31,0.31,1.01,0.2,0.01,1.03,,,,,,,
15/06/2017,9:06:15,,,,,,,,,0.91,0.21,0,0.93,,,,,,,
15/06/2017,9:06:20,10.207,,,55.8,,,,,0.93,-0.05,-0.01,0.93,,,,,,,
15/06/2017,9:06:25,,,,,,,,,1.03,0.16,-0.26,1.07,,,,,,,
15/06/2017,9:06:30,2.552,,,55.8,,,,,1.01,0.16,0.12,1.03,,,,,,,
15/06/2017,9:06:35,,,,,,,,,0.9,0.24,0.26,0.96,,,,,,,
15/06/2017,9:06:40,30.546,,24.8,56,,0.4,0.32,0.3,0.99,0.25,0.17,1.03,,,,,,,
15/06/2017,9:06:45,,,,,,,,,1,0.14,0.07,1.01,,,,,,,
15/06/2017,9:06:50,12.727,,,56,,,,,0.96,0.23,0.25,1.02,,,,,,,
15/06/2017,9:06:55,,,,,,,,,1,0.24,0.19,1.05,,,,,,,
15/06/2017,9:07:00,25.455,,,56,,,,,1.02,0.14,0.12,1.03,,,,,,,
15/06/2017,9:07:05,,,,,,,,,0.9,0.27,0.18,0.96,,,,,,,
15/06/2017,9:07:10,5.039,,24.9,57.2,4.14,0.4,0.33,0.3,0.96,0.37,0.15,1.04,,,,,,,
15/06/2017,9:07:15,,,,,,,,,0.97,0.23,0.06,1,,,,,,,
15/06/2017,9:07:20,5.039,,,57.2,,,,,1.03,0.24,0.09,1.06,,,,,,,
15/06/2017,9:07:25,,,,,,,,,1.04,0.12,0.19,1.07,,,,,,,
15/06/2017,9:07:30,12.599,,,57.2,,,,,1.04,0.2,0.16,1.07,,,,,,,
15/06/2017,9:07:35,,,,,,,,,1,0.22,0.22,1.05,,,,,,,
15/06/2017,9:07:40,5.047,,24.9,57,,0.41,0.33,0.3,1.01,-0.06,0.2,1.03,,,,,,,
15/06/2017,9:07:45,,,,,,,,,1.08,0.2,0.21,1.12,,,,,,,
15/06/2017,9:07:50,10.093,,,57,,,,,0.95,-0.03,0.3,0.99,,,,,,,
15/06/2017,9:07:55,,,,,,,,,1,0.22,0.27,1.06,,,,,,,
15/06/2017,9:08:00,10.093,,,57,,,,,1,0.12,0.08,1.01,,,,,,,
15/06/2017,9:08:05,,,,,,,,,0.73,0.34,0.11,0.81,,,,,,,
15/06/2017,9:08:10,12.72,,24.9,56.1,4.14,0.41,0.33,0.3,0.98,0.23,0.11,1.01,,,,,,,
15/06/2017,9:08:15,,,,,,,,,0.97,0.18,-0.06,0.99,,,,,,,
15/06/2017,9:08:20,5.088,,,56.1,,,,,0.88,0.26,0,0.91,,,,,,,
15/06/2017,9:08:25,,,,,,,,,1.03,0.04,0.01,1.04,,,,,,,
15/06/2017,9:08:30,5.088,,,56.1,,,,,0.95,0.01,-0.1,0.95,,,,,,,
15/06/2017,9:08:35,,,,,,,,,0.88,0.2,-0.03,0.9,,,,,,,
15/06/2017,9:08:40,7.662,,24.9,55.7,,0.39,0.32,0.31,1.07,0.15,-0.02,1.08,,,,,,,
15/06/2017,9:08:45,,,,,,,,,0.88,0.19,0.01,0.9,,,,,,,
15/06/2017,9:08:50,20.433,,,55.7,,,,,0.93,0.26,0.03,0.96,,,,,,,
15/06/2017,9:08:55,,,,,,,,,1.05,0.19,0.07,1.07,,,,,,,
15/06/2017,9:09:00,5.108,,,55.7,,,,,0.87,0.09,0.02,0.87,,,,,,,
15/06/2017,9:09:05,,,,,,,,,0.97,0.17,-0.04,0.99,,,,,,,
15/06/2017,9:09:10,7.667,,25,55.6,4.1,0.39,0.32,0.3,1.09,0.19,0.16,1.12,,,,,,,
15/06/2017,9:09:15,,,,,,,,,0.97,0.22,0.04,1,,,,,,,
15/06/2017,9:09:20,5.111,,,55.6,,,,,1.01,0.17,0.01,1.02,,,,,,,
15/06/2017,9:09:25,,,,,,,,,1.04,0.27,0.03,1.08,,,,,,,
15/06/2017,9:09:30,5.111,,,55.6,,,,,1.01,0.18,0,1.03,,,,,,,
15/06/2017,9:09:35,,,,,,,,,1,0.25,0.1,1.03,,,,,,,
15/06/2017,9:09:40,2.556,,25,55.5,,0.41,0.33,0.3,1.06,0.13,0.04,1.07,,,,,,,
15/06/2017,9:09:45,,,,,,,,,1,0.21,0.1,1.02,,,,,,,
15/06/2017,9:09:50,17.895,,,55.5,,,,,1.02,0,-0.13,1.03,,,,,,,
15/06/2017,9:09:55,,,,,,,,,1.02,0.03,0.16,1.03,,,,,,,
15/06/2017,9:10:00,23.008,,,55.5,,,,,0.93,0.09,0,0.93,,,,,,,
15/06/2017,9:10:05,,,,,,,,,1.07,0.24,0.14,1.1,,,,,,,
15/06/2017,9:10:10,5.11,,25,55.6,4.14,0.39,0.32,0.3,1.1,0.05,-0.34,1.15,,,,,,,
15/06/2017,9:10:15,,,,,,,,,0.95,0.23,0.27,1.02,,,,,,,
15/06/2017,9:10:20,10.22,,,55.6,,,,,1,0.22,0.18,1.04,,,,,,,
15/06/2017,9:10:25,,,,,,,,,0.98,0.22,-0.03,1,,,,,,,
15/06/2017,9:10:30,7.665,,,55.6,,,,,0.91,0.1,0.01,0.91,,,,,,,
15/06/2017,9:10:35,,,,,,,,,0.96,0.2,0.03,0.98,,,,,,,
15/06/2017,9:10:40,7.711,,25,54.9,,0.41,0.33,0.3,1,0.23,-0.01,1.02,,,,,,,
15/06/2017,9:10:45,,,,,,,,,1.11,0.29,-0.01,1.15,,,,,,,
15/06/2017,9:10:50,10.282,,,54.9,,,,,0.99,0.22,0.16,1.02,,,,,,,
15/06/2017,9:10:55,,,,,,,,,1,0.3,0.11,1.05,,,,,,,
15/06/2017,9:11:00,10.282,,,54.9,,,,,0.97,0.24,0.04,1,,,,,,,
15/06/2017,9:11:05,,,,,,,,,0.99,0.15,0.12,1.01,,,,,,,
15/06/2017,9:11:10,5.121,,25.1,55.4,4.14,0.4,0.32,0.3,0.93,0.29,0.14,0.98,,,,,,,
15/06/2017,9:11:15,,,,,,,,,0.94,0.4,0.01,1.02,,,,,,,
15/06/2017,9:11:20,5.121,,,55.4,,,,,1.02,0.28,0.18,1.07,,,,,,,
15/06/2017,9:11:25,,,,,,,,,1.01,0.15,0.16,1.03,,,,,,,
15/06/2017,9:11:30,10.242,,,55.4,,,,,1.01,0.22,0.19,1.05,,,,,,,
15/06/2017,9:11:35,,,,,,,,,0.98,0.22,0.2,1.03,,,,,,,
15/06/2017,9:11:40,7.687,,25.1,55.3,,0.37,0.32,0.3,0.99,0.27,0.16,1.03,,,,,,,
15/06/2017,9:11:45,,,,,,,,,0.9,0.27,0.15,0.95,,,,,,,
15/06/2017,9:11:50,5.125,,,55.3,,,,,0.88,0.24,0.15,0.92,,,,,,,
15/06/2017,9:11:55,,,,,,,,,1.04,0.22,0.16,1.07,,,,,,,
15/06/2017,9:12:00,2.562,,,55.3,,,,,1,0.37,0.03,1.07,,,,,,,
15/06/2017,9:12:05,,,,,,,,,1,0.26,0.1,1.04,,,,,,,
15/06/2017,9:12:10,15.497,,25.1,54.3,4.14,0.4,0.31,0.31,1.05,0.26,0.21,1.11,,,,,,,
15/06/2017,9:12:15,,,,,,,,,0.98,0.21,0.2,1.03,,,,,,,
15/06/2017,9:12:20,7.749,,,54.3,,,,,1.18,0.27,0.2,1.23,,,,,,,
15/06/2017,9:12:25,,,,,,,,,0.95,0.45,0.14,1.06,,,,,,,
15/06/2017,9:12:30,7.749,,,54.3,,,,,0.97,0.16,0.12,0.99,,,,,,,
15/06/2017,9:12:35,,,,,,,,,1,0.15,0.02,1.01,,,,,,,
15/06/2017,9:12:40,2.597,,25.1,53.6,,0.4,0.32,0.3,0.97,0.16,0.01,0.98,,,,,,,
15/06/2017,9:12:45,,,,,,,,,1,0.18,0.09,1.02,,,,,,,
15/06/2017,9:12:50,5.195,,,53.6,,,,,1,0.25,-0.11,1.03,,,,,,,
15/06/2017,9:12:55,,,,,,,,,0.79,0.17,0.15,0.82,,,,,,,
15/06/2017,9:13:00,18.181,,,53.6,,,,,1,0.21,0.05,1.02,,,,,,,
15/06/2017,9:13:05,,,,,,,,,0.99,0.24,0,1.02,,,,,,,
15/06/2017,9:13:10,20.858,,25.1,53.1,4.07,0.4,0.32,0.3,1,0.25,-0.14,1.04,,,,,,,
15/06/2017,9:13:15,,,,,,,,,0.99,0.26,0.24,1.05,,,,,,,
15/06/2017,9:13:20,23.465,,,53.1,,,,,0.95,0.24,0.08,0.99,,,,,,,
15/06/2017,9:13:25,,,,,,,,,0.97,0.19,0.04,0.99,,,,,,,
15/06/2017,9:13:30,13.036,,,53.1,,,,,1.05,0.13,-0.05,1.06,,,,,,,
15/06/2017,9:13:35,,,,,,,,,1.05,0.24,-0.13,1.08,,,,,,,
15/06/2017,9:13:40,7.784,,25.1,53.7,,0.41,0.32,0.31,0.82,0.24,0.13,0.86,,,,,,,
15/06/2017,9:13:45,,,,,,,,,0.99,0.19,0.25,1.04,,,,,,,
15/06/2017,9:13:50,10.379,,,53.7,,,,,1.03,0.24,0.25,1.09,,,,,,,
15/06/2017,9:13:55,,,,,,,,,0.98,0.34,0.22,1.06,,,,,,,
15/06/2017,9:14:00,2.595,,,53.7,,,,,0.94,0.28,0.18,1,,,,,,,
15/06/2017,9:14:05,,,,,,,,,0.96,0.24,0.02,0.99,,,,,,,
15/06/2017,9:14:10,7.76,,25.1,54.1,4.14,0.4,0.31,0.31,1.03,0.22,-0.02,1.05,,,,,,,
15/06/2017,9:14:15,,,,,,,,,1.17,0.5,0.11,1.27,,,,,,,
15/06/2017,9:14:20,5.173,,,54.1,,,,,1.1,0.26,0.22,1.15,,,,,,,
15/06/2017,9:14:25,,,,,,,,,1.02,0.16,-0.01,1.03,,,,,,,
15/06/2017,9:14:30,7.76,,,54.1,,,,,0.93,0.26,0.03,0.97,,,,,,,
15/06/2017,9:14:35,,,,,,,,,1.01,0.24,0.08,1.04,,,,,,,
15/06/2017,9:14:40,7.814,,25.1,53.3,,0.41,0.32,0.3,0.95,0.25,-0.02,0.98,,,,,,,
15/06/2017,9:14:45,,,,,,,,,0.99,0.24,0.29,1.06,,,,,,,
15/06/2017,9:14:50,5.209,,,53.3,,,,,1,0.22,0.19,1.04,,,,,,,
15/06/2017,9:14:55,,,,,,,,,1.01,0.2,0.05,1.03,,,,,,,
15/06/2017,9:15:00,26.047,,,53.3,,,,,1.01,0.2,-0.18,1.04,,,,,,,
15/06/2017,9:15:05,,,,,,,,,0.87,0.2,0.03,0.89,,,,,,,
15/06/2017,9:15:10,5.182,,25.2,53.9,4.14,0.4,0.32,0.3,0.98,0.25,0.21,1.03,,,,,,,
15/06/2017,9:15:15,,,,,,,,,0.98,0.11,-0.1,0.99,,,,,,,
15/06/2017,9:15:20,5.182,,,53.9,,,,,0.96,0.19,0.1,0.98,,,,,,,
15/06/2017,9:15:25,,,,,,,,,1.04,0.06,0.09,1.05,,,,,,,
15/06/2017,9:15:30,10.365,,,53.9,,,,,0.96,0.23,0.18,1.01,,,,,,,
15/06/2017,9:15:35,,,,,,,,,1.01,0.25,0.23,1.07,,,,,,,
15/06/2017,9:15:40,5.197,,25.2,53.6,,0.38,0.31,0.31,1,0.2,0.15,1.03,,,,,,,
15/06/2017,9:15:45,,,,,,,,,0.97,0.21,0.19,1.01,,,,,,,
15/06/2017,9:15:50,2.598,,,53.6,,,,,0.98,0.19,0.17,1.01,,,,,,,
15/06/2017,9:15:55,,,,,,,,,0.95,0.19,0.19,0.99,,,,,,,
15/06/2017,9:16:00,10.394,,,53.6,,,,,1.07,0.23,0.13,1.1,,,,,,,
15/06/2017,9:16:05,,,,,,,,,0.99,0.18,0.07,1.01,,,,,,,
15/06/2017,9:16:10,5.197,,25.2,53.6,4.14,0.39,0.31,0.31,0.96,0.21,0.12,0.99,,,,,,,
15/06/2017,9:16:15,,,,,,,,,0.92,0.4,0.08,1.01,,,,,,,
15/06/2017,9:16:20,2.598,,,53.6,,,,,0.96,0.22,0.07,0.99,,,,,,,
15/06/2017,9:16:25,,,,,,,,,0.97,0.19,0,0.99,,,,,,,
15/06/2017,9:16:30,2.598,,,53.6,,,,,1.02,0.22,0.17,1.06,,,,,,,
15/06/2017,9:16:35,,,,,,,,,0.89,0.22,0.07,0.92,,,,,,,
15/06/2017,9:16:40,2.617,,25.2,52.7,,0.4,0.33,0.3,0.99,0.23,0.23,1.05,,,,,,,
15/06/2017,9:16:45,,,,,,,,,0.98,0.23,0.21,1.03,,,,,,,
15/06/2017,9:16:50,5.233,,,52.7,,,,,1,0.33,0.15,1.06,,,,,,,
15/06/2017,9:16:55,,,,,,,,,0.99,0.18,0.09,1.01,,,,,,,
15/06/2017,9:17:00,5.233,,,52.7,,,,,0.99,0.2,0.15,1.02,,,,,,,
15/06/2017,9:17:05,,,,,,,,,1.02,0.15,-0.1,1.04,,,,,,,
15/06/2017,9:17:10,7.878,,25.2,52.2,4.14,0.4,0.31,0.31,1,0.3,0.1,1.05,,,,,,,
15/06/2017,9:17:15,,,,,,,,,0.93,0.17,0.14,0.95,,,,,,,
15/06/2017,9:17:20,2.626,,,52.2,,,,,0.97,0.27,0.06,1.01,,,,,,,
15/06/2017,9:17:25,,,,,,,,,0.61,0.2,-0.17,0.67,,,,,,,
15/06/2017,9:17:30,5.252,,,52.2,,,,,1.06,0.24,-0.13,1.1,,,,,,,
15/06/2017,9:17:35,,,,,,,,,1,0.17,0.18,1.03,,,,,,,
15/06/2017,9:17:40,2.623,,25.2,52.3,,0.42,0.32,0.3,1.02,0.17,0.17,1.05,,,,,,,
15/06/2017,9:17:45,,,,,,,,,1.09,0.12,0,1.1,,,,,,,
15/06/2017,9:17:50,2.623,,,52.3,,,,,1.01,0.19,-0.01,1.03,,,,,,,
15/06/2017,9:17:55,,,,,,,,,0.94,0.13,0.02,0.95,,,,,,,
15/06/2017,9:18:00,5.246,,,52.3,,,,,0.97,0.37,0.02,1.04,,,,,,,
15/06/2017,9:18:05,,,,,,,,,0.97,0.6,0.05,1.14,,,,,,,
15/06/2017,9:18:10,5.233,,25.2,52.7,4.14,0.4,0.32,0.31,1.05,0.43,0.13,1.14,,,,,,,
15/06/2017,9:18:15,,,,,,,,,1.04,0.12,0.11,1.06,,,,,,,
15/06/2017,9:18:20,7.849,,,52.7,,,,,0.97,0.06,0.08,0.97,,,,,,,
15/06/2017,9:18:25,,,,,,,,,1.04,-0.06,0.14,1.05,,,,,,,
15/06/2017,9:18:30,2.616,,,52.7,,,,,0.99,0.13,-0.02,1,,,,,,,
15/06/2017,9:18:35,,,,,,,,,1,0.23,0.18,1.05,,,,,,,
15/06/2017,9:18:40,5.26,,25.2,52,,0.4,0.33,0.3,1,0.25,0.19,1.05,,,,,,,
15/06/2017,9:18:45,,,,,,,,,0.99,0.2,0.2,1.03,,,,,,,
15/06/2017,9:18:50,5.26,,,52,,,,,0.93,0.23,0.17,0.97,,,,,,,
15/06/2017,9:18:55,,,,,,,,,0.88,0.23,0.1,0.91,,,,,,,
15/06/2017,9:19:00,5.26,,,52,,,,,0.94,0.46,0.09,1.05,,,,,,,
15/06/2017,9:19:05,,,,,,,,,1,0.18,0.14,1.03,,,,,,,
15/06/2017,9:19:10,2.631,,25.2,51.9,4.07,0.39,0.31,0.31,0.99,0.29,0.1,1.04,,,,,,,
15/06/2017,9:19:15,,,,,,,,,1.02,0.23,0.2,1.07,,,,,,,
